61	61	5
-0.219348	-0.021396	-0.051666	-0.126809	0.405146	
-0.165924	-0.073546	-0.080065	-0.142147	0.181191	
-0.120987	-0.172891	0.148732	-0.100521	0.146265	
-0.208056	-0.013466	0.113388	-0.037129	0.156169	
-0.159019	0.096069	0.183043	-0.013335	0.203174	
-0.075202	-0.013027	0.060415	-0.123035	0.263427	
-0.124318	0.006179	-0.041193	-0.189165	0.187443	
-0.104085	-0.018675	0.058256	-0.127537	0.098874	
-0.002976	0.044835	0.029137	-0.086088	0.228876	
-0.032640	-0.080685	-0.026570	-0.136243	0.221794	
-0.185797	-0.064594	-0.000467	-0.102600	0.244608	
-0.027883	-0.082087	0.017047	0.001964	0.252530	
0.024422	0.097163	0.061169	0.017109	0.310303	
0.068005	0.042303	-0.042561	-0.044404	0.179595	
0.011041	-0.101966	0.128546	0.036858	0.191863	
-0.002586	-0.062115	0.086506	-0.131820	0.129595	
-0.002144	-0.048323	0.075873	0.075928	0.233400	
0.128281	-0.001560	0.070761	-0.094508	0.073539	
0.112195	0.036939	0.129709	-0.039750	0.221790	
-0.002383	-0.025083	0.111219	-0.062880	0.171729	
0.125621	0.110535	0.023740	-0.020583	0.237278	
-0.087178	0.057854	0.066325	-0.027300	0.134179	
0.039387	0.020506	0.197317	-0.074802	0.014498	
0.222801	0.112878	0.142479	-0.076752	0.210084	
0.106910	0.064459	0.124794	0.069889	0.045424	
0.208809	0.114275	0.115301	-0.106651	0.032245	
-0.050173	0.181094	0.121106	0.114205	0.130272	
0.377649	-0.023566	-0.197574	-0.197616	0.135678	
0.164165	0.444695	-0.532705	0.475075	0.146311	
-0.564052	0.728440	-0.180013	-0.100546	-0.462132	
1.197701	-0.881801	0.349646	1.197012	-0.670712	
-0.116729	-0.116535	-0.165579	-0.259916	-0.065664	
0.061070	0.311589	0.229760	-0.431221	-0.176044	
-0.031769	-0.110887	0.022510	-0.173872	0.093799	
-0.051935	0.119718	0.190919	-0.233168	0.165169	
-0.029851	-0.101563	-0.039553	-0.387213	0.250506	
-0.116293	-0.047504	0.066287	-0.316090	0.231449	
-0.020566	0.089179	0.005591	-0.383297	0.297418	
-0.179956	0.052829	0.098188	-0.292430	0.214613	
-0.195234	-0.023223	0.056703	-0.363930	0.434815	
-0.207078	-0.136043	0.003343	-0.171090	0.282268	
-0.060732	-0.062785	0.218827	-0.327546	0.442312	
-0.098364	0.085007	0.259717	-0.274490	0.213396	
-0.144084	-0.006633	0.220391	-0.270399	0.341827	
-0.247387	-0.063481	0.135166	-0.242190	0.290119	
-0.035880	-0.112252	0.038177	-0.200416	0.401714	
-0.188710	-0.109238	0.180651	-0.318277	0.202543	
-0.205854	-0.105766	0.016757	-0.285470	0.218873	
-0.179354	-0.041694	0.144083	-0.245135	0.368859	
-0.102414	-0.121752	0.085371	-0.230125	0.246694	
-0.120658	-0.047377	0.206359	-0.180410	0.260548	
-0.185474	-0.020828	0.248284	-0.236786	0.218250	
-0.208828	-0.057312	0.199210	-0.323449	0.248412	
-0.116102	-0.070360	0.117103	-0.196896	0.317843	
-0.199855	-0.199803	0.152078	-0.167170	0.278827	
-0.130781	0.034144	0.146161	-0.299960	0.365690	
-0.339831	-0.181678	0.297291	-0.305623	0.352618	
-0.168253	-0.012449	0.180980	-0.229031	0.382460	
-0.263323	-0.054535	0.056314	-0.170725	0.314684	
